Question,Answer,Topic
What happens once the requirements are received and verified by the Office of the University Registrar?,The applicant will now be tagged to the program applied for.,15
What will the applicant receive upon submission of the mandatory requirements?,A clearance slip which will be required for the issuance of the RFID (School ID) after enrollment.,15
What should the applicant check after being tagged to the program?,The inbox and/or spam folder of the email address specified/registered in the application form.,15
What will the applicant receive in the email?,An email indicating his/her acceptance in the University as well as the student ID number and a link in ISMIS where he/she can set his/her password.,15
How long is the link in the email valid for?,The link expires after 24 hours.,15
What should the applicant do if the link expires?,Email irmoacs@usc.edu.ph to request for a new link.,15
What is the next step after receiving the email?,"Pay the down payment of Php 3,000.00 through the most convenient payment channels.",15
Where can the applicant access the payment channels?,Through this website: https://www.usc.edu.ph/updated-payment-channels.,15
What should scholars do instead of paying the down payment?,"Request for the endorsement letter from the Office of Alumni Affairs, Scholarships and Job Placement (OAASJP) and the OAASJP will email it to assessmenttertiary@usc.edu.ph to bypass or override the down payment.",15
What should the applicant do if unable to enroll after 2 to 3 banking days of paying the down payment?,Send a proof of payment to offsitecol@usc.edu.ph.,15
What is the next step after paying the down payment?,Log in to the ISMIS portal with the website https://ismis.usc.edu.ph/ using the given username and the set password.,15
What should the applicant do in the ISMIS portal?,"Click ""Student Task"", ""Enrollment Related"", and ""Student Enrollment"" and proceed with either block enrollment or non-block enrollment depending on the period set during the day the enrollment module is accessed.",15
What should the applicant do if they have concerns with enrollment?,Contact the department chair.,15
What is the next step after enrolling?,"Print the study load by clicking ""Student Task"", ""Enrollment Related"", and ""View Study Load"" and click the Print button.",15
What is the final step in the enrollment process?,Proceed to the IRMO ID Room (either at the Downtown or Talamban Campus) for picture taking.,15
What is required to release the School ID?,The presentation of the clearance from the Office of the University Registrar.,15
What should the applicant do if they have concerns with the IRMO ID Room?,Email irmoacs@usc.edu.ph.,15
What happens as soon as classes start?,Students are automatically enrolled in the CANVAS Learning Management System (LMS) to receive announcements and updates of the courses they are enrolled in as well as through the USC emails of the students.,15
What should the applicant do if they do not receive notifications?,Email irmoacs@usc.edu.ph to request for an update.,15
When must an applicant student enroll?,During the prescribed registration period.,16
Where can detailed instructions on online enrollment procedures be found?,In ISMIS and the official USC website.,16
Is enrollment by proxy allowed?,"No, enrollment by proxy is not allowed.",16
Where is enrollment done?,In the ISMIS portal.,16
What is the link for the ISMIS portal?,https://ismis.usc.edu.ph.,16
What does ISMIS refer to?,"The portal for USC students, faculty, and staff.",16
What is ISMIS a repository of?,Pertinent school information.,16
What can officially enrolled students view in ISMIS?,"Grades, class schedules, application for student requests (withdrawal, program shift, overload, etc.), assessment and enrollment.",16
What is understood when a student registers in USC?,That he/she is enrolling for the entire term.,16
What are the requirements for a student to be officially enrolled?,"Submission of required documentation requirements at the Office of the University Registrar, initial payment of school fees, and issuance or download of a validated Study Load.",16
What is given to a student upon receipt of the required documents?,A clearance form for the USC ID card.,16
"What is required for a student to participate in class activities, take quizzes and major exams, and to receive a grade at the end of the semester?",Official enrollment in a course.,16
What must be reflected on the class list?,The student's name.,16
What is a course?,"A subject offered in a tertiary institution, identified by the course title, course code, and course description.",16
What is a class list?,A list of students officially enrolled in a particular course and schedule.,16
Can a student change a program during the enrollment period?,"Yes, with the endorsement of the Department Chair and School Dean and approval by the Registrar.",16
Are changes permitted after the close of the enrollment period?,No.,16
Is cross-enrollment discouraged?,Yes.,16
Under what circumstances is cross-enrollment permitted?,"For valid reasons, as determined by the Department Chair and the approval of the School Dean, to graduating students (with a Deficiency Form) of not more than six (6) units during the semester and three (3) units during the summer term, inclusive of the total units enrolled in that particular term.",16
Is cross-enrollment allowed if it is the only remaining course?,No.,16
Why is cross-enrollment not allowed if it is the only remaining course?,So as not to prejudice the student’s residency in the University.,16
Where must the last course be taken?,At the University.,16
Can a permit to study in another school with accredited programs be granted?,"Yes, upon the recommendation of the Department Chair and the approval of the School Dean, but only for general education courses.",16
What courses must be taken at the University?,"Major, professional, or technical courses required for the degree program pursued.",16
Is withdrawal of courses allowed even after the close of the enrollment period?,"Yes, with the endorsement of the Department Chair and School Dean.",16
Where can the application for withdrawal of course(s) be found?,Online in ISMIS under Student Task.,16
Is withdrawal of course(s) allowed after mid-term examinations or after the incurrence of unexcused absences?,No.,16
What is required for a student who intends to transfer to another school?,Application for a Certificate of Transfer Credentials (CTC) online in ISMIS.,16
What will be issued to the applicant after being cleared of all financial and property liabilities?,A Certificate of Transfer Credentials (CTC) with the informative copy of the Transcript of Records and other documents.,16
What is the order of enrollment modes?,"The order of enrollment modes are Block Enrollment, Non-block enrollment, Open Market, and Adjustment Period.",17
Where can the enrollment dates for every term be found?,The enrollment dates for every term (regular semester and summer) can be found in the academic calendar.,17
What is the first period of enrollment for all year students?,The first period of enrollment for all year students is block enrollment.,17
"After a few days, what is the mode of enrollment shifted to?","After a few days, the mode of enrollment shifts to non-block enrollment, first for third to fifth year students, then for first and second year students.",17
What happens during the open market period?,"During the open market period, the reservation of courses to specific departments will already be lifted.",17
What can students see during the open market period?,"During the open market period, students can now see other schedules which may suit them better.",17
What is the final period of enrollment?,The final period of enrollment is the adjustment period.,17
What happens during the adjustment period?,"During the adjustment period, the enrollment module will no longer be accessible by the student but instead by the department.",17
"What might happen to class schedules, rooms, and instructors during the adjustment period?","During the adjustment period, there might be changes in class schedules, rooms, and instructors based on the status of the course.",17
What might happen to undersized classes during the adjustment period?,"During the adjustment period, undersized classes might be dissolved.",17
What should students do during the adjustment period?,Students are advised to monitor their enrollment status during the adjustment period to see for any sudden changes done by the department.,17
What is block sectioning?,Block sectioning allows a student to enroll all the courses for the term at once.,17
Who is eligible for block sectioning?,You are eligible for block sectioning if you are enrolling for a regular full load in a given semester.,17
What is the condition to be eligible for block sectioning?,You must not have incurred any failures or NG from the previous semesters.,17
What is another condition to be eligible for block sectioning?,Note that the only way students are eligible for block enrollment is that they obtained passing grades for all courses that are pre-requisite to the set of courses on a given semester.,17
What happens if the condition for block sectioning is not met?,"Should this be not met, they have to opt for non-block enrollment instead and enroll only the courses they are eligible in.",17
Are students allowed to not fully consume all the units allotted for them in a given semester?,"Yes, students are allowed to not fully consume all the units allotted for them in a given semester based on their year level standing.",17
What is non-block sectioning?,Non-block sectioning requires the student to advise and enroll a course one at a time.,17
Who is eligible for non-block sectioning?,Non-block sectioning is available to all students regardless of their course statuses.,17
When is non-block sectioning available?,Non-block sectioning is available only after the block enrollment period has ended.,17
What can students view during non-block enrollment?,"During non-block enrollment, the course schedules which the students can view during this period are only those which are reserved to their home department.",17
What is the purpose of block enrollment?,(No answer in the context),17
Can students enroll in all courses during block enrollment?,(No answer in the context),17
What happens if a student fails to enroll during block enrollment?,(No answer in the context),17
What are the main steps for enrollment to be done by all continuing students?,Following are the main steps for enrollment to be done by all continuing students.,18
How do I log in to my ISMIS account?,Go to https://ismis.usc.edu.ph and log-in using your given credentials.,18
Where do I go to access the student enrollment function?,"Inside the ISMIS portal, click ""Student Task"", ""Enrollment Related"", and ""Student Enrollment"".",18
What should I do if I receive a pop-up message informing me that I cannot proceed with enrollment?,"Check the content. If it alerts you about down payment, please refer to the amount indicated on your screen. If it alerts you about past dues / balances, please go to ""Student Ledger"" to view payables.",18
How do I pay my down payment or past dues/balances?,Pay the specified amount via payment channels and follow the payment instructions indicated.,18
Do I need to send proof of payment as a continuing student?,"No, there is no need for continuing students to send proof of payment.",18
How do I check if my payment has been cleared?,"Go to ""Student Task"", ""Assessment"", and click ""Student Ledger"".",18
What if I need clearance from specific offices?,"Go to notifications icon at ISMIS, beside your profile picture by clicking ""View Notifications"", then contact each office indicated and request for temporary clearance or unblocking.",18
How do I enroll for a block section?,"Click ""Block Advising"", then choose your desired Block Section, and then click ""Enroll Block Section"".",18
What do I do once I've enrolled for a block section?,"Once done, you are now officially enrolled.",18
How do I enroll for non-block courses?,"Click ""Advise Course"", then select from the available schedules. The schedule can be picked only when the slots are not yet full and you do not have conflicts from other courses. Then click ""Enroll Course"".",18
What if I have conflicts with other courses?,The schedule can be picked only when the slots are not yet full and you do not have conflicts from other courses.,18
How do I reserve courses to specific departments?,The reservation of courses to specific departments will be enforced until open market begins where students can begin viewing the other schedules from other departments.,18
How do I enroll in GE Free Electives?,"Click the ""Student Task"" tab, then click ""Enrollment Related"" from the drop-down list, then click ""View Offered Courses"", then type in ""GE-FEL"" and the current academic period and year.",18
When can I view other schedules from other departments for GE Free Electives?,During open market period provided they are not full yet.,18
How do I enroll in a specific GE Free Elective course?,"Click the ""Student Task"" tab, then click ""Enrollment Related"" from the dropdown list, then click ""Student Enrollment"", then click ""Advice Course"". Select the rows for free electives e.g. GE-FREELEC 1, then Select from the available schedule and click ""Enroll Course"".",18
How do I view my study load?,"Click ""Student Task"", ""Enrollment Related"", and ""View Study Load"".",18
What is the purpose of viewing my study load?,This will serve as your proof of enrollment which will be asked by some of your instructors or in activities that you will be joining as a student.,18
What should I do if there are no more slots for General Education courses under my department?,Wait for open market period where you can pick other groups which are from the other departments.,19
What should I be mindful of when picking other groups during open market period?,Be mindful of the building and room assigned for the schedule.,19
What should I do if there are no more slots for a major course offered by my department?,Reach out to your program coordinator.,19
What do program coordinators consider before opening another class group for a particular course?,The classroom and teacher availability.,19
What happens to classes with insufficient students during adjustment period?,They will be dissolved.,19
Where can I find the extra needed groups during adjustment period?,They may be held in those timeslots instead.,19
Where can I see a list of Programs in USC with their prospectus?,Check the Program Owners powerpoint in the Comprehensive Enrollment Guide.,19
How can I request a syllabus for a Program?,Request it from the Department that handles the Program.,19
Where can I find the prospectus of my Program?,In your ISMIS account.,19
Why was my INC override application disapproved?,You may have not properly indicated your course in the application.,19
How can I check my application status?,Click the eye button beside your application form.,19
"How can I check my assessment, including tuition fees and other school fees?","Click ""Student task"", ""Others"", then ""Assessment"".",19
How can I view a breakdown of my dues for the current semester?,"Click ""Student task"", ""Others"", then ""Assessment"".",19
How can I access my fees from previous semesters?,Adjust the semester and year in the dropdown lists found at the top of the Assessment page.,19
How can I apply for a promissory note?,"Go to ""Promissory Note"" in ISMIS and click ""Apply Promissory Note"".",19
When is the promissory note module available?,Only within the enrollment period.,19
What option should I choose in the dropdown list if the promissory note is for the balance of the previous semester?,"Choose the option ""Enrollment"".",19
What information do I need to provide when applying for a promissory note?,"Input the installment plan for the outstanding balance, provide the amount and promised date when you would like to settle the amount.",19
How many installment options do I have for settling the balance?,"2, 3, or 4 installment options.",19
What is the amount indicated in the installment plan on top of?,The current semester's dues.,19
What should I avoid using when inputting the amount?,Comma separators.,19
What is the minimum interval between installment updates?,At least 30 days.,19
What is the total installment payment equal to?,The balance shown up to the last cent.,19
Can I apply for another promissory note if I haven't settled the balances from the previous promissory note?,No.,19
What do I need to do after applying for a promissory note?,Pay for the downpayment before proceeding to enrollment.,19
What is the Institutional Student Programs and Services Fee for?,"Various services maintained for administrative support, Information Technology (IT), and energy.",19
How can I access the Library Services of USC online?,"Go to ""Student Task"" in ISMIS, then click ""Library Related"" and choose any of the options provided.",19
What do I need to do when prompted after accessing the Library Services?,Log in again using your USC email credentials.,19
What is the reminder for face-to-face classes?,Arrive on campus on time based on your class schedules.,19
What should I do if my teacher does not show up 30 minutes after class starts?,The class will be cancelled.,19
How much time will I be given to transfer to my next class?,10 minutes before the end of class.,19
What is the purpose of course accreditation?,"For accreditation of courses taken from previous schools or program, this is applicable for courses taken by a student from his/her previous local or international school or from his/her previous program within USC with a different course code.",20
What happens if a course accreditation request is approved?,"If such request is approved, the student does not necessarily have to enroll in such courses.",20
How do I apply for course accreditation?,"To apply for course accreditation, click ""Student Task"", ""Others"", and ""Apply Course Accreditation"".",20
What do I need to do in the course accreditation form?,"In the form, type the course taken from previous school, or choose from the drop down list the course code from your previous program within USC.",20
What else do I need to do in the course accreditation form?,"Next indicate the equivalent course applied for and upload all the relevant attachments such as course syllabus, prospectus, and grades before submitting.",20
Where can I monitor the status of my course accreditation application?,"You may monitor your status at ""Application history"" which includes the evaluator for document assessment, course custodian for accreditation approval, dean for approval, and evaluator for encoding of the accredited course in the system.",20
Who is involved in the course accreditation process?,"The evaluator for document assessment, course custodian for accreditation approval, dean for approval, and evaluator for encoding of the accredited course in the system.",20
How do I view my accredited courses?,"To view accredited courses: click ""Student Task"", ""Enrollment Related"", and ""View Grades"".",20
"Where can I find the accredited courses in the ""View Grades"" page?",Scroll down and will find the accredited courses at the bottom part of the list.,20
"What is the purpose of the ""Application history"" page?",To monitor the status of your course accreditation application.,20
What is the first step in applying for course accreditation?,"Click ""Student Task"", ""Others"", and ""Apply Course Accreditation"".",20
What information do I need to provide in the course accreditation form?,"The course taken from previous school, or the course code from your previous program within USC.",20
What attachments do I need to upload in the course accreditation form?,"Relevant attachments such as course syllabus, prospectus, and grades.",20
What happens after I submit my course accreditation application?,"You may monitor your status at ""Application history"" which includes the evaluator for document assessment, course custodian for accreditation approval, dean for approval, and evaluator for encoding of the accredited course in the system.",20
Can I enroll in a course that has been accredited?,"If such request is approved, the student does not necessarily have to enroll in such courses.",20
What is the benefit of course accreditation?,"If such request is approved, the student does not necessarily have to enroll in such courses.",20
Who approves the course accreditation request?,The dean for approval.,20
Who encodes the accredited course in the system?,The evaluator for encoding of the accredited course in the system.,20
Who assesses the documents for course accreditation?,The evaluator for document assessment.,20
Who is the course custodian for accreditation approval?,The course custodian for accreditation approval.,20
"What is the purpose of the ""View Grades"" page?",To view accredited courses.,20
"How do I access the ""Application history"" page?","You may monitor your status at ""Application history"".",20
"What information can I find in the ""Application history"" page?","The status of your course accreditation application, including the evaluator for document assessment, course custodian for accreditation approval, dean for approval, and evaluator for encoding of the accredited course in the system.",20
Can I track the progress of my course accreditation application?,"Yes, you may monitor your status at ""Application history"".",20
What is the final step in the course accreditation process?,The evaluator for encoding of the accredited course in the system.,20
Who is involved in the evaluation of documents for course accreditation?,The evaluator for document assessment.,20
What is the role of the course custodian in the course accreditation process?,The course custodian for accreditation approval.,20
What is a course override?,"A request to be filed if a student incurred a grade of ""INC"" in his/her pre-requisite course and would like to enroll in the succeeding course.",21
Who is eligible to apply for course override?,A graduating student for the semester you are currently in.,21
What happens if you fail in the prerequisite course?,Failure in the prerequisite course invalidates the succeeding course even if you get a passing grade for the latter.,21
How does the system consider the succeeding course if you fail in the prerequisite course?,The system automatically considers it as a failure.,21
Where do you go to apply for course override?,"""Student Task"", ""Enrollment Related"", and ""Apply Override"".",21
"What do you do after accessing ""Apply Override""?","Search for the succeeding course you would like to enroll in and click ""Submit"".",21
Where can you monitor your application status?,"""Application History"" which includes chair for endorsement, dean for endorsement, and registrar for approval.",21
Who will advise the course once approved?,The registrar staff will be the one to advise the course.,21
What do you do if you can still access the enrollment module after approval?,"You can now choose a schedule by clicking ""Enroll"".",21
What happens if you cannot access the enrollment module after approval?,Registrar staff will be the one to enroll you to the course.,21
What is the purpose of applying for course override?,"To enroll in the succeeding course despite having a grade of ""INC"" in the prerequisite course.",21
Can you apply for course override if you are not a graduating student?,"No, only graduating students for the semester are eligible to apply for course override.",21
What happens if you pass the succeeding course but failed the prerequisite course?,Failure in the prerequisite course invalidates the succeeding course even if you get a passing grade for the latter.,21
Who endorses the application after the chair?,The dean.,21
Who approves the application after the dean's endorsement?,The registrar.,21
What is the next step after the registrar's approval?,The registrar staff will be the one to advise the course.,21
Can you enroll in the succeeding course without applying for course override?,"No, you need to apply for course override if you have a grade of ""INC"" in the prerequisite course.",21
Where can you find the application history?,"""Application History"" which includes chair for endorsement, dean for endorsement, and registrar for approval.",21
What do you do after submitting the course override application?,"You can monitor your status at ""Application History"".",21
Who is responsible for enrolling you in the course if you cannot access the enrollment module?,Registrar staff.,21
What is the consequence of failing to apply for course override?,You cannot enroll in the succeeding course.,21
Can you apply for course override if you are not a graduating student for the semester?,"No, only graduating students for the semester are eligible to apply for course override.",21
"What is the purpose of the ""Application History""?",To monitor your application status.,21
Who is responsible for advising the course after approval?,The registrar staff.,21
What do you do after the registrar's approval?,"If you can still access the enrollment module, you can now choose a schedule by clicking ""Enroll"".",21
What is course equivalency also known as?,In-lieu.,22
Who can apply for course equivalency?,Any student.,22
When is course equivalency necessary?,When the original course is not offered but there is another course with different descriptive title but the same course content and academic units in a different program offered by the same department or a program of another department.,22
Where can I apply for course equivalency?,"Go to ""Student Task"", ""Others"", and ""Application for Course Equivalency"".",22
What do I need to do to apply for course equivalency?,"Select first the course outside the prospectus you are requesting to be considered as an equivalent course, then select the course equivalent in current prospectus.",22
What do I do after selecting the courses?,"Click the ""click to add course equivalency item"" button to add the course.",22
Can I apply for course equivalency for more than one course?,"Yes, the previous steps can be repeated if you are applying for course equivalency for more than one course.",22
What do I do after encoding all the courses I want to apply for equivalency?,"Click ""Submit"".",22
Where can I monitor my application status?,"At ""Application History"".",22
What are the steps involved in the application history?,"Chair for endorsement, course custodian for endorsement, dean for endorsement, and registrar for approval.",22
Who will advise the course once approved?,The registrar staff.,22
What do I do if I can still access the enrollment module?,"I can now choose a schedule by clicking ""Enroll"".",22
What if I cannot access the enrollment module?,The registrar staff will be the one to enroll me to the course.,22
Who will enroll me to the course if I cannot access the enrollment module?,The registrar staff.,22
"What is the purpose of the ""Application for Course Equivalency"" form?",To apply for course equivalency.,22
What is the first step in applying for course equivalency?,Select the course outside the prospectus you are requesting to be considered as an equivalent course.,22
What is the second step in applying for course equivalency?,Select the course equivalent in current prospectus.,22
How many times can I repeat the steps in applying for course equivalency?,As many times as necessary if you are applying for course equivalency for more than one course.,22
What do I do after submitting my application?,"Monitor my status at ""Application History"".",22
Who is responsible for approving my application?,The registrar.,22
What happens after my application is approved?,The registrar staff will advise the course.,22
Can I access the enrollment module after my application is approved?,"Yes, if I can still access the enrollment module.",22
What do I do if I am unable to access the enrollment module after my application is approved?,The registrar staff will enroll me to the course.,22
What is overload in the context of enrollment?,Overload is an enrollment request where a student will enroll more than the maximum number of allowed units in a semester.,23
Why is overload allowed for graduating students?,Requests for overload is a special case made available for a graduating student so he/she can graduate on time.,23
What is the maximum number of units allowed for overload?,The allowable maximum number of units for overload is 6 units.,23
How do I apply for overload?,"To apply for overload, click ""Student Task"", ""Enrollment Related"", and ""Apply Overload"".",23
What information do I need to provide when applying for overload?,"In the form, indicate the academic year and period, the courses which will be an overload, and the reason for applying for overload, then click ""Submit"".",23
Where can I monitor the status of my overload application?,"You may monitor your status at ""Application History"" which includes chair for endorsement, dean for endorsement, and registrar for approval.",23
Who will advise the course once my overload application is approved?,"Once approved, the registrar staff will be the one to advise the course.",23
Can I still access the enrollment module after my overload application is approved?,"If you can still access the enrollment module, you can now choose a schedule by clicking ""Enroll"".",23
What if I cannot access the enrollment module after my overload application is approved?,"Otherwise, registrar staff will be the one to enroll you to the course.",23
"What is the purpose of the ""Application History"" feature?","You may monitor your status at ""Application History"" which includes chair for endorsement, dean for endorsement, and registrar for approval.",23
Who endorses the overload application after the chair?,Dean for endorsement.,23
Who approves the overload application after the dean's endorsement?,Registrar for approval.,23
Can I apply for overload for any reason?,Requests for overload is a special case made available for a graduating student so he/she can graduate on time.,23
Is overload allowed for non-graduating students?,"(Implicit answer) No, overload is only allowed for graduating students.",23
How many units can I take as an overload?,The allowable maximum number of units for overload is 6 units.,23
Can I apply for overload for more than 6 units?,"(Implicit answer) No, the allowable maximum number of units for overload is 6 units.",23
What is the first step in applying for overload?,"To apply for overload, click ""Student Task"", ""Enrollment Related"", and ""Apply Overload"".",23
What information is required in the overload application form?,"In the form, indicate the academic year and period, the courses which will be an overload, and the reason for applying for overload, then click ""Submit"".",23
Who will enroll me in the course if I cannot access the enrollment module?,"Otherwise, registrar staff will be the one to enroll you to the course.",23
Can I choose my own schedule after my overload application is approved?,"If you can still access the enrollment module, you can now choose a schedule by clicking ""Enroll"".",23
What happens after I submit my overload application?,"You may monitor your status at ""Application History"" which includes chair for endorsement, dean for endorsement, and registrar for approval.",23
Who is responsible for approving the overload application?,Registrar for approval.,23
Can I apply for overload for any semester?,"(Implicit answer) No, overload is only allowed for graduating students, implying that it is only applicable for the semester when the student is about to graduate.",23
Is overload allowed for students who are not graduating?,"(Implicit answer) No, overload is only allowed for graduating students.",23
"What is the purpose of the ""Apply Overload"" feature?","To apply for overload, click ""Student Task"", ""Enrollment Related"", and ""Apply Overload"".",23
Who is responsible for endorsing the overload application after the chair?,Dean for endorsement.,23
What is the role of the registrar staff in the overload application process?,"Once approved, the registrar staff will be the one to advise the course.",23
What is Simultaneous Enrollment?,Simultaneous Enrollment is a request to be filed when a student needs to simultaneously enroll the pre-requisite course with the succeeding course for valid reason(s).,24
What does simultaneous enrollment mean?,Simultaneous enrollment means that both the pre-requisite course and the succeeding course will be enrolled together in the same semester.,24
Who is eligible to apply for course override?,You are eligible to apply for course override if you are a graduating student on the semester you are currently in.,24
What happens if you fail the prerequisite course?,Failure in the prerequisite course invalidates the succeeding course even if you get a passing grade for the latter.,24
How does the system consider failure in the prerequisite course?,The system automatically considers it as a failure.,24
How do you apply for Simultaneous Enrollment?,"To apply for Simultaneous Enrollment, click ""Student Task"", ""Enrollment Related"", and ""Apply Simultaneous Enrollment"".",24
What do you do in the form to apply for Simultaneous Enrollment?,"In the form, search and select the courses to be enrolled in the current semester, then click ""Submit"".",24
Where can you monitor your status after applying for Simultaneous Enrollment?,"You may monitor your status at ""Application History"" which includes chair for endorsement, dean for endorsement, and registrar for approval.",24
Who will advise the course once approved?,"Once approved, the registrar staff will be the one to advise the course.",24
What do you do if you can still access the enrollment module after approval?,"If you can still access the enrollment module, you can now choose a schedule by clicking ""Enroll"".",24
What happens if you cannot access the enrollment module after approval?,"Otherwise, registrar staff will be the one to enroll you to the course.",24
What is the purpose of Simultaneous Enrollment?,Simultaneous Enrollment is a request to be filed when a student needs to simultaneously enroll the pre-requisite course with the succeeding course for valid reason(s).,24
Can I apply for Simultaneous Enrollment if I'm not a graduating student?,You are eligible to apply for course override if you are a graduating student on the semester you are currently in.,24
What happens if I pass the succeeding course but fail the prerequisite course?,Failure in the prerequisite course invalidates the succeeding course even if you get a passing grade for the latter.,24
How long does it take to process a Simultaneous Enrollment application?,(No answer in the context),24
Can I apply for Simultaneous Enrollment for any course?,(No answer in the context),24
Who approves the Simultaneous Enrollment application?,The registrar for approval.,24
What is the role of the chair in the Simultaneous Enrollment application?,Chair for endorsement.,24
What is the role of the dean in the Simultaneous Enrollment application?,Dean for endorsement.,24
Can I cancel my Simultaneous Enrollment application?,(No answer in the context),24
How do I know if my Simultaneous Enrollment application is approved?,"You may monitor your status at ""Application History"" which includes chair for endorsement, dean for endorsement, and registrar for approval.",24
What happens if my Simultaneous Enrollment application is denied?,(No answer in the context),24
Can I appeal if my Simultaneous Enrollment application is denied?,(No answer in the context),24
Is Simultaneous Enrollment only for undergraduate students?,(No answer in the context),24
Can I apply for Simultaneous Enrollment for a course that is not a prerequisite?,(No answer in the context),24
How many courses can I enroll in simultaneously?,(No answer in the context),24
Can I drop a course if I'm enrolled simultaneously?,(No answer in the context),24
Is Simultaneous Enrollment only available for certain programs?,(No answer in the context),24
What type of courses may be requested by students?,Off-semester courses may be requested by students as petitioned or tutorial classes.,25
Are there any additional charges for petition or tutorial courses?,Additional charges may apply depending on the number of students.,25
How do I apply for a petition or tutorial course?,"To apply for petition or tutorial, click ""Student Task"", ""Enrollment Related"", and ""Apply Petition/Tutorial"".",25
"What do I need to do after clicking ""Apply Petition/Tutorial""?",Click the lens icon to open the form.,25
What information do I need to provide in the petition/tutoral application form?,Indicate the academic year and period.,25
What else do I need to provide in the petition/tutorial application form?,Indicate the course and course status based on the number of students signing up and the type of course.,25
How many students are required for a lecture course to be considered a tutorial offering?,"For 1 to 5 students for a lecture course, it will be a tutorial offering.",25
How many students are required for a lecture course to be considered a petition offering?,"For 6 to 29 students for a lecture course, it will be a petition offering.",25
What happens if there are 30 students or more for a lecture course?,"For 30 students and above for a lecture course, it will be converted to a regular offering.",25
"What type of offering is a laboratory course considered, regardless of the number of students?","For laboratory courses, regardless of the number of students signing up, it will be a petition offering.",25
What do I need to do after filling out the petition/tutorial application form?,"Click ""Submit"" once the form is filled.",25
What do I need to do after submitting the petition/tutorial application form?,"Join the request by clicking the plus icon, then input the required details in the next form and submit.",25
What is the final step after submitting the petition/tutorial request?,Do not forget to click the check icon to confirm your inclusion in the petition or tutorial.,25
What should I do after confirming my inclusion in the petition or tutorial?,Read and understand the confirmation page and click confirm if you agree to the provisions of the request.,25
Where can I monitor the status of my petition or tutorial request?,"You may monitor your status at ""Application History"".",25
"What is included in the ""Application History""?","...which includes chair for endorsement, dean for endorsement, audit for endorsement, and registrar for approval.",25
Who will advise and enroll students to the petition or tutorial course once approved?,The registrar staff will be the one to advise and enroll the students to the petition or tutorial course.,25
Will I be charged an additional fee even if I don't attend the class?,Note that the student shall be charged with the additional fee whether or not he or she attends the class.,25
When is withdrawal of courses allowed?,Withdrawal of courses is allowed even after the close of the enrollment period.,26
When is withdrawal of courses not allowed?,Withdrawal of courses is not allowed either after the mid-term examinations or after the student has incurred unexcused absences.,26
Can a student withdraw from courses of previous semesters?,A student can only withdraw from his/her enrolled courses during the current semester.,26
What are the types of withdrawal requests?,Requests for withdrawal can be partial or complete.,26
What is partial withdrawal?,Partial Withdrawal is the type of request to be filed if the student intends to withdraw certain courses only.,26
How do I apply for partial withdrawal?,"To apply for partial withdrawal, go to ""Student Task"", then click ""Enrollment Related"", and ""Apply Partial Course Withdrawal"".",26
What do I need to specify when applying for partial withdrawal?,"Specify the courses which you would like to withdraw and indicate the reason for the withdrawal, then click ""Submit"".",26
Where can I monitor the status of my partial withdrawal application?,"You may monitor the status at ""Application History"" which includes chair for endorsement, dean for endorsement, and registrar for approval.",26
What happens once my partial withdrawal application is approved?,"Once approved, the registrar staff will mark such courses with ""W"" for withdraw.",26
What is complete withdrawal?,Complete Withdrawal is the type of request to be filed if the student intends to withdraw all of his or her courses in the current semester.,26
How do I apply for complete withdrawal?,"To apply for complete withdrawal, go to ""Student Task"", then click ""Enrollment Related"", and ""Apply Complete Course Withdrawal"".",26
What do I need to specify when applying for complete withdrawal?,"Indicate the reason for the withdrawal and click ""Submit"".",26
Where can I monitor the status of my complete withdrawal application?,"You may monitor the status at ""Application History"" which includes chair for endorsement, dean for endorsement, counseling and development center for exit interview and endorsement, library for accountability check, and accounting for accountability check, and registrar for approval.",26
What happens once my complete withdrawal application is approved?,"Once approved, the registrar staff will mark all the courses with ""W"" for withdraw.",26
What is the financial implication of withdrawal if the request is filed within the 1st week of classes?,10% of tuition fees if request is filed within the 1st week of classes.,26
What is the financial implication of withdrawal if the request is filed within the 2nd week of classes?,20% of tuition fees if request is filed within the 2nd week of classes.,26
What is the financial implication of withdrawal if the request is filed beyond the 2nd week of classes?,100% of tuition fees if request is filed beyond the 2nd week of classes.,26
Are there any additional steps required for complete withdrawal?,The latter would require additional steps for clearance and an interview with the Counseling and Development Center for a better understanding of the situation the student may be in.,26
Why is an interview with the Counseling and Development Center required for complete withdrawal?,For a better understanding of the situation the student may be in.,26
Who needs to endorse the withdrawal application?,"Chair, dean, and registrar.",26
Who else is involved in the complete withdrawal process?,"Counseling and Development Center, library, and accounting.",26
Who is considered a returnee?,A student who has not enrolled in his/her program for at least a semester and has not transferred to another university.,27
What happens to the ISMIS account of a returnee after 2 consecutive semesters?,The ISMIS account of such student is deactivated.,27
What should a returnee do to re-activate their ISMIS account?,Send an email to the comptroller's office informing the office that you are a returnee and would like to seek clearance from the accounting office.,27
What should an international student returnee do in addition to sending an email to the comptroller's office?,Seek clearance from the Office of External Relations & Internationalization.,27
Who should a returnee contact for review and endorsement?,The Office of Registrar.,27
Who should a returnee contact for certification of reacceptance?,The department chair.,27
What should a returnee submit to the Office of Registrar via email?,The clearances and the certificate of reacceptance.,27
